instance,feat_n,feat_dist_mean,feat_dist_sd,feat_dist_CV,feat_dist_min,feat_dist_max,feat_dist_range,feat_dist_median,feat_dist_skew,feat_dist_kurt,feat_dist_lt_mean,feat_dist_distinct,feat_dist_mode_freq,feat_dist_mode_value,feat_dist_mode_quantity,feat_norm_dist_mean,feat_norm_dist_sd,feat_norm_dist_CV,feat_norm_dist_min,feat_norm_dist_max,feat_norm_dist_range,feat_norm_dist_median,feat_norm_dist_skew,feat_norm_dist_kurt,feat_dist_centroid_mean,feat_dist_centroid_sd,feat_dist_centroid_CV,feat_dist_centroid_min,feat_dist_centroid_max,feat_dist_centroid_range,feat_dist_centroid_median,feat_dist_centroid_skew,feat_dist_centroid_kurt,feat_centroid_coord_X,feat_centroid_coord_Y,feat_nn_dist_mean,feat_nn_dist_sd,feat_nn_dist_CV,feat_nn_dist_min,feat_nn_dist_max,feat_nn_dist_range,feat_nn_dist_median,feat_nn_angle_mean,feat_nn_angle_sd,feat_nn_angle_CV,feat_nn_angle_min,feat_nn_angle_max,feat_nn_angle_range,feat_nn_angle_median,feat_mst_dists_mean,feat_mst_dists_sd,feat_mst_dists_CV,feat_mst_dists_min,feat_mst_dists_max,feat_mst_dists_range,feat_mst_dists_median,feat_mst_dist_len,feat_mst_dist_sum,feat_mst_degree_mean,feat_mst_degree_sd,feat_mst_degree_CV,feat_mst_degree_min,feat_mst_degree_max,feat_mst_degree_range,feat_mst_degree_median,feat_rect_area,feat_chull_area,feat_chull_perimeter,feat_chull_points_frac,feat_chull_edges_mean,feat_chull_edges_sd,feat_chull_edges_CV,feat_cluster_count,feat_cluster_outlier_prop,feat_cluster_count_rel_nodes,feat_cluster_core_prop,feat_cluster_edge_prop,feat_cluster_size_mean,feat_cluster_size_sd,feat_cluster_size_CV,feat_cluster_centroid_dist_mean,feat_cluster_centroid_dist_sd,feat_cluster_centroid_dist_CV,feat_cluster_centroid_dist_min,feat_cluster_centroid_dist_max,feat_cluster_centroid_dist_range,feat_cluster_centroid_dist_median,perf_LKH,perf_MAOS,CLASS
portcgen1608,1608,524407.660191749,259192.20104705365,0.4942570841781379,132.20060514233663,1132967.610538801,1132835.4099336583,526346.138305393,-0.1613506072369826,-0.86411620244133,0.4975523491945652,1.5498817827670194e-06,3,568438.3594339623,53,187.57986879321413,92.71267900025173,0.4942570841781379,0.0472879670711056,405.2608912198598,405.2136032527887,188.27325963743425,-0.1613506072369837,-0.8641162024413309,141.39510035201232,43.41344697367188,0.3070364310049731,18.413143530958248,224.03492227808144,205.6217787471232,151.85271386029717,-0.864292943848157,0.2100353963066434,217.53298169434757,207.27195444794427,1.965862954443286,1.5652583886458782,0.796219484734705,0.0472879670711056,13.621685858196642,13.574397891125535,1.567758772953741,1.5052977965128798,0.9212514026611532,0.6120060793254942,0.0004777432886811,3.14015083436096,3.1396730910722788,1.471942524113237,2.6754536211683737,4.232001029278775,1.5817882230493143,0.0472879670711056,90.80655635814234,90.75926839107125,2.071132683827105,1607,8.872634901030319e-06,1.9987562189054728,0.6820356166373006,0.3412300160400682,1,4,3,2.0,149755.94226745123,104431.54616379052,1200.8695491033864,0.0074626865671641,100.07246242528218,77.87236410724311,0.7781597676322346,12,0.0049751243781094,0.0074626865671641,0.9788557213930348,0.0161691542288557,133.33333333333334,60.79519352346495,0.4559639514259871,15.81775535710674,9.11183321491267,0.5760509635660047,0.3111827788081516,50.92312004896967,50.61193727016152,14.196767614705395,14153858.0,14145812.3,MAOS
portcgen1609,1609,524516.1088820583,259204.5812344954,0.4941784948930513,131.60547101089682,1132916.1516458313,1132784.5461748205,526485.6904195009,-0.1617459291366296,-0.8637131967145915,0.497486896568805,1.5479540691068614e-06,4,643277.99,1,187.62570764629368,92.72058980788914,0.4941784948930516,0.0470768565739048,405.2577052581272,405.2106284015533,188.3302506021191,-0.1617459291366267,-0.863713196714595,141.43370275776482,43.395220168612106,0.3068237578629728,18.374251549201283,223.95135989313096,205.5771083439297,151.96573162872954,-0.8666017393346328,0.2125418969660466,217.4952006305625,207.16444062576488,1.965605225374937,1.5637525302938466,0.7955577804264142,0.0470768565739048,13.61778644507966,13.570709588505755,1.570044719592424,1.5056901297699277,0.9209338102767776,0.6116356825806502,0.0001646469956522,3.141096621884361,3.140931974888709,1.4746292062435815,2.674373084736565,4.231187805095988,1.582123238243992,0.0470768565739048,90.8200104662596,90.77293360968568,2.072900862689109,1608,8.861373173601426e-06,1.9987569919204475,0.6827345639141965,0.3415795750428924,1,4,3,2.0,149754.84207909368,104430.78864760297,1200.8669544827076,0.0074580484773151,100.0722462068923,77.8748309399376,0.778186099459953,12,0.00497203231821,0.0074580484773151,0.9788688626476072,0.0161591050341827,133.41666666666666,60.75011431173515,0.4553412690448606,15.815298481033642,9.10880168969511,0.5759487688846822,0.3112747996371582,50.91715182983555,50.60587703019839,14.220883180350231,14151591.0,14141724.6,MAOS
portcgen1611,1611,524286.0429825878,259140.41586596624,0.4942729628882618,132.20060514233663,1132815.306133352,1132683.1055282096,526200.0666001479,-0.1608184375360965,-0.8637418370476042,0.4976000679408143,1.544109415593189e-06,3,537352.1706666666,60,187.55749954212573,92.7046010106003,0.4942729628882618,0.0472932958455199,405.2520739494021,405.20478065355655,188.242220199063,-0.1608184375360985,-0.8637418370476069,141.36377267111223,43.45882351969672,0.307425464802819,18.322891950143426,224.00514186582035,205.6822499156769,151.96609387388764,-0.8642722572514928,0.2025387311649016,217.42846963964053,207.1962056748338,1.9620149376209488,1.56076535012739,0.7954910639059171,0.0472932958455199,13.610551420247,13.56325812440148,1.5702780771951486,1.5092819721459196,0.9203393419439604,0.6097862155177061,0.0007563503920058,3.140197188899396,3.1394408385073893,1.479111131586187,2.670086752160615,4.229762152292813,1.584129110737739,0.0472932958455199,90.84621118401785,90.79891788817233,2.070316192978372,1610,8.839398791071049e-06,1.998758535071384,0.6814002803544534,0.3409117551711256,1,4,3,2.0,149752.78454997344,104429.66319854229,1200.862954741906,0.0074487895716946,100.07191289515885,77.87965464409963,0.7782368937594996,12,0.004965859714463,0.0074487895716946,0.978895096213532,0.0161390440720049,133.58333333333334,60.81592216590067,0.4552657928826001,15.80731784232577,9.103562885705893,0.5759081316964562,0.3111897363092904,50.905552058043135,50.59436232173385,14.212845032924392,14148850.0,14138492.2,MAOS
portcgen1612,1612,524356.3654504195,259142.2463123409,0.4942101658091611,132.41223508422476,1132765.153882304,1132632.7416472198,526383.0279074354,-0.1615228244746273,-0.8637664517882215,0.4974457437415902,1.5421924579077846e-06,3,521937.9421276597,47,187.58987075306732,92.70882112899248,0.4942101658091609,0.0473708258394798,405.249717199156,405.2023463733165,188.3149145847468,-0.1615228244746281,-0.8637664517882189,141.3983817565785,43.42062699846225,0.307080084362013,18.394498600088127,223.9009699385093,205.50647133842116,151.9593842912478,-0.8662521126374864,0.207361656937882,217.49913952969007,207.11571642900924,1.959634323446572,1.560986896365321,0.7965705017964185,0.0473708258394798,13.606888814534289,13.559517988694807,1.561464552896208,1.5069982223061404,0.9207673033566336,0.6109942863420205,6.591306111021417e-05,3.141393747576052,3.1413278345149416,1.4762405024772338,2.668018421223002,4.229694755418778,1.5853319159168,0.0473708258394798,90.85932805402588,90.8119572281864,2.0690512769308214,1611,8.825546645244088e-06,1.998759305210918,0.6811888958233726,0.3408058659426681,1,4,3,2.0,149751.96115521903,104429.24589967288,1200.8619752401692,0.0074441687344913,100.07183127001409,77.88205123516197,0.7782614772484818,12,0.0049627791563275,0.0074441687344913,0.978908188585608,0.0161290322580645,133.66666666666666,60.78696863272223,0.4547653513669992,15.801917591261518,9.101516708452024,0.5759754571486422,0.3110046164945577,50.89963815271772,50.58863353622316,14.19360647294891,14135139.0,14135613.0,ANY
portcgen1616,1616,524222.3539651559,259122.81695515415,0.4942994418211658,133.00375934536586,1132565.3105097294,1132432.3067503842,526281.7455897554,-0.1614198621531129,-0.8641444411153354,0.4974223224801562,1.5345602142246058e-06,4,473855.83,2,187.57011134582805,92.7158013405768,0.4942994418211661,0.0475895958291817,405.2391123573733,405.191522761544,188.30697484165023,-0.1614198621531065,-0.8641444411153336,141.3815706537113,43.44054472576304,0.3072574772292128,18.517490053067338,223.9391401972858,205.4216501442185,151.94671856238315,-0.8634178432143221,0.2011724049410554,217.59047794540535,207.20709672763343,1.9569675263359876,1.5609869511969334,0.7976560316867164,0.0475895958291817,13.591847693789491,13.544258097960313,1.5582190857037972,1.5034073633617993,0.9202301219346908,0.6120963248955663,0.0004780425285547,3.140204843427102,3.1397268008985475,1.4691795381839985,2.663132545324601,4.228907219539376,1.587944703302001,0.0475895958291817,90.91274602593712,90.86515643010794,2.065650073433749,1615,8.788496369544083e-06,1.998762376237624,0.6830685373396028,0.3417457449971511,1,4,3,2.0,149748.1311324662,104426.86917253552,1200.854748606163,0.0074257425742574,100.0712290505136,77.89182707369805,0.7783638495573998,12,0.0049504950495049,0.0074257425742574,0.978960396039604,0.0160891089108911,134.0,60.886506441630125,0.4543769137435084,15.77892673667656,9.098390349751634,0.5766165533048152,0.3108343575440544,50.82478447623472,50.513950118690666,14.17270480546209,14162432.0,14154652.8,MAOS
portcgen1618,1618,524288.5531202821,259151.54112459745,0.4942918161807415,131.60547101089682,1132465.0060121063,1132333.4005410955,526436.4370396384,-0.1622554881169024,-0.8644817775857176,0.4972920761463901,1.5307653214301025e-06,3,479492.3293478261,46,187.60772673022345,92.73296397502232,0.4942918161807412,0.0470927757141976,405.23330924357913,405.18621646786494,188.3763103984965,-0.1622554881169051,-0.864481777585715,141.42417369635535,43.4015158842553,0.3068889479774546,18.656142424689744,223.8822258856563,205.22608346096655,151.8767750505894,-0.8647898359115751,0.2073528854606556,217.71689313709095,207.2066629427252,1.953589145315702,1.560019370343054,0.7985401506164457,0.0470927757141976,13.58493593399957,13.537843158285373,1.5536806223158086,1.5039227043247614,0.9220506938845754,0.6130971300806063,0.0005276552987675,3.1402026775372818,3.139675022238514,1.468871607989393,2.658695833698088,4.228174310433594,1.5903189288683897,0.0470927757141976,90.93888002915766,90.89178725344348,2.059307564816098,1617,8.761247180054934e-06,1.9987639060568605,0.682646239743121,0.3415342040520624,1,4,3,2.0,149746.0817290489,104425.6548120436,1200.8504309258778,0.007416563658838,100.07086924382315,77.8966171380599,0.7784145149000795,12,0.0049443757725587,0.007416563658838,0.9789864029666254,0.0160692212608158,134.16666666666666,61.062581741103024,0.4551248328529418,15.774548820592893,9.090513454718543,0.5762772398822165,0.3105442332930809,50.757806712014506,50.44726247872143,14.156797584225597,14158084.0,14150740.7,MAOS
portcgen1621,1621,524269.89770189696,259210.5449900422,0.4944219496985709,132.20060514233663,1132315.314891572,1132183.1142864297,526368.5986522194,-0.1625664324893262,-0.865528619919214,0.497353952676168,1.5250993220933514e-06,3,546818.936875,48,187.62203162770365,92.76445068377616,0.4944219496985708,0.047311024775488,405.22505822739146,405.177747202616,188.37309999497884,-0.1625664324893263,-0.8655286199192123,141.44357507270627,43.40310288068739,0.3068580729692168,18.71553942011979,224.0068913252164,205.2913519050966,151.77531442742094,-0.8642187304491648,0.2103577898559656,217.74564233036529,207.36271702469696,1.9511125646154148,1.557916977838233,0.7984762161302132,0.047311024775488,13.573781027517084,13.526470002741595,1.5512507517103211,1.504971381417568,0.9219756168997856,0.6126200327021203,0.000115017086505,3.1412457216845318,3.141130704598026,1.469568360855631,2.6536240116706984,4.226873561292635,1.5928682973558987,0.047311024775488,90.9785631721874,90.93125214741193,2.05240853135947,1620,8.727678428318526e-06,1.998766193707588,0.6829181914796261,0.3416698729594055,1,4,3,2.0,149743.07403944654,104423.86694488686,1200.8445134759952,0.0074028377544725,100.07037612299958,77.90388056954383,0.7784909339582153,12,0.0049352251696483,0.0074028377544725,0.9790252930289944,0.0160394818013571,134.41666666666666,61.58389715574104,0.4581567054363872,15.794733376401735,9.10090419194429,0.5761986590759156,0.2442928860805531,50.68032509760997,50.43603221152942,14.175372946399529,14160151.0,14154479.7,MAOS
portcgen1622,1622,524112.8303189879,259146.39368707425,0.494447719452606,131.60547101089682,1132265.162644334,1132133.5571733231,526165.8949676405,-0.1616628556422279,-0.8649992540898239,0.4974242389623841,1.5232176449531991e-06,3,518947.8851020408,49,187.57286981755405,92.7449777124702,0.4944477194526062,0.0470998122029956,405.2223369963608,405.1752371841578,188.3076337954448,-0.1616628556422258,-0.8649992540898253,141.38429017476233,43.46933477039215,0.3074551968727258,18.69904591092433,224.014001414585,205.31495550366068,151.79830272255677,-0.8638905004394706,0.2040034272080872,217.72259596114557,207.3615235083586,1.9500716218603968,1.5572682955936947,0.7985697951483638,0.0470998122029956,13.56998974243131,13.522889930228317,1.550192248588275,1.5052171204895457,0.921351681148278,0.6121055019947051,0.0001146029582145,3.1412470965133203,3.141132493555106,1.469209861193081,2.652009901557744,4.22653793714703,1.5937112205593331,0.0470998122029956,90.9918201126994,90.9447203004964,2.0499720971041047,1621,8.719277660215779e-06,1.998766954377312,0.6827076423876997,0.3415644034401138,1,4,3,2.0,149742.1159856237,104423.23563597008,1200.8426136345895,0.0073982737361282,100.0702178028825,77.90625173560653,0.7785158606236436,12,0.0049321824907521,0.0073982737361282,0.9790382244143032,0.0160295930949445,134.5,61.513548643097046,0.4573498040378962,15.785946997206086,9.101955733861663,0.5765859809026723,0.2390867162806211,50.67439771128496,50.435310995004336,14.162361255599428,14152839.0,14153187.9,ANY
portcgen1625,1625,523977.3567004807,259061.23943457572,0.494413043086253,131.60547101089682,1132116.0125428843,1131984.4070718735,526167.9342742251,-0.1616237279490083,-0.8645209205130406,0.4972592262094461,1.5175934609932953e-06,3,523009.6619642857,56,187.5455284477452,92.72495543706911,0.4944130430862529,0.047105122562504,405.2146397575706,405.1675346350081,188.3295948266069,-0.1616237279490092,-0.8645209205130402,141.36800121987991,43.44229694750519,0.307299364584891,18.65377013135883,223.98961146324825,205.3358413318894,151.82567392650623,-0.8631673548958009,0.2044576080177274,217.66194195528752,207.3114884829936,1.948588518432058,1.5554343338221337,0.798236425550594,0.047105122562504,13.558729865049928,13.511624742487424,1.5496627944214294,1.502109823003452,0.9214477113996136,0.6134356471733798,6.593398446243344e-05,3.1413939378896063,3.141328003905144,1.4671881927479442,2.6486626411450915,4.225341512629668,1.595273572025365,0.047105122562504,91.03130802045165,90.98420289788916,2.047338268897109,1624,8.69345911468822e-06,1.9987692307692309,0.6820771616451249,0.3412485799486847,1,4,3,2.0,149739.3845627969,104421.69230458637,1200.8379831409757,0.0073846153846153,100.06983192841464,77.91356279645623,0.7785919222108019,12,0.0049230769230769,0.0073846153846153,0.9790769230769232,0.016,134.75,61.68214895737664,0.4577524969007542,15.789536444706211,9.10951859927676,0.5769338847392779,0.2914355580225946,50.65721661029802,50.36578105227543,14.17361161647565,14165031.0,14153298.6,MAOS
portcgen1631,1631,524085.2659734965,259056.44329336277,0.4943020918784301,131.60547101089682,1131818.0951570796,1131686.4896860688,526231.6685149232,-0.1632238551272782,-0.8635126538231854,0.4973015926817235,1.5064381400008286e-06,4,370544.345,2,187.62578896911089,92.74381997777236,0.49430209187843,0.0471155781973838,405.19792648416575,405.15081090596834,188.3942144457028,-0.1632238551272792,-0.8635126538231841,141.45793454382454,43.34330511567018,0.3064041989263045,18.90006637273642,223.80945898909607,204.90939261635964,151.87980605304182,-0.866214220511708,0.2165354194059845,217.8767927827615,207.2230398619562,1.9431567843717696,1.5504615888785973,0.7979086409025238,0.0471155781973838,13.53694670902054,13.489831130823156,1.547120505296395,1.5007020754773397,0.9201485842956816,0.6131454066277633,0.0004786320145493,3.140213725029552,3.1397350930150028,1.4655848266600575,2.640829914810031,4.2228478767202695,1.5990609062091157,0.0471155781973838,91.1099858487455,91.06287027054812,2.041463843547693,1630,8.632157223058845e-06,1.9987737584304108,0.6817213882561727,0.3410698111183489,1,4,3,2.0,149733.3838122114,104418.04959627384,1200.8258665261835,0.0073574494175352,100.06882221051532,77.92788948146988,0.7787429467045447,12,0.0049049662783568,0.0073574494175352,0.9791538933169834,0.0159411404046597,135.25,61.93158187333288,0.4579044870486719,15.7569450960851,9.100318342371592,0.5775433173675661,0.242201287247683,50.64839974836328,50.40619846111559,14.124577751909934,14156065.0,14156730.6,ANY
portcgen1640,1640,524283.0543643071,259210.07896169185,0.4944086535010823,130.80137613954986,1131375.4886199364,1131244.687243797,526210.4015125509,-0.1629226184607133,-0.863927549571271,0.4975732693853499,1.489934375840416e-06,3,537465.9394117647,51,187.758943947795,92.82964666001456,0.4944086535010825,0.0468432615672809,405.17400893161823,405.1271656700509,188.4491754213525,-0.1629226184607113,-0.8639275495712706,141.5483986468706,43.42867270110894,0.306811473081042,18.844567836927254,223.93687962710104,205.09231179017377,152.01654342749845,-0.8670796896065728,0.2128635765581941,217.7570658112608,207.3233722860452,1.931592482633352,1.540943701245964,0.7977581788603701,0.0468432615672809,13.50429672663744,13.45745346507016,1.5396512560028126,1.5021762086425494,0.9245655750251758,0.6154841021351717,6.764115535435868e-05,3.141388788049702,3.141321146894348,1.4746390119734198,2.626237719463508,4.219127649301436,1.6065292254515813,0.0468432615672809,91.22712166998538,91.1802784084181,2.0275063555033803,1639,8.531283278329315e-06,1.998780487804878,0.6807445533651719,0.3405799473822092,1,4,3,2.0,149724.81663992663,104412.9814795579,1200.8099470531097,0.0073170731707317,100.06749558775914,77.94933231791522,0.7789675544498234,12,0.0048780487804878,0.0073170731707317,0.9792682926829268,0.0158536585365853,136.0,62.28563237216108,0.4579825909717726,15.738831006224627,9.095436990068247,0.5778978747831429,0.0884570274497842,50.59185225343295,50.50339522598316,14.155706323578045,14158810.0,14159411.0,ANY
portcgen1643,1643,524268.16288104455,259258.06592695517,0.4945142281809325,130.20752666416791,1131228.0279700465,1131097.820443382,526148.6745360098,-0.1631797001689189,-0.8650896361250209,0.4976170170442104,1.4844933535521328e-06,3,532613.0787234043,47,187.77428929170063,92.85705774130852,0.4945142281809327,0.0466357248272233,405.1658178357175,405.1191821108903,188.44782196928196,-0.1631797001689159,-0.8650896361250235,141.5691557852278,43.42373002901818,0.3067315743190247,18.90800512328332,224.0420720438437,205.1340669205604,151.92994568646895,-0.8667869434105314,0.2165467747158791,217.7910486021329,207.4601045795874,1.926621591878474,1.537659770785405,0.7981119786403786,0.0466357248272233,13.493325273944489,13.446689549117265,1.5339436141544285,1.5051262833081491,0.9236466628956532,0.6136672205773661,0.0001165954124981,3.141241077371163,3.141124481958665,1.4791551125827442,2.6214315335320184,4.217376402569173,1.6088066190639123,0.0466357248272233,91.26563030253804,91.21899457771082,2.024572245773272,1642,8.499420742839485e-06,1.998782714546561,0.6801227760653813,0.3402684899742453,1,4,3,2.0,149721.82252049373,104411.26068901448,1200.8044054692823,0.0073037127206329,100.06703378910684,77.95647974616381,0.7790425757043878,12,0.0048691418137553,0.0073037127206329,0.9799147900182592,0.0152160681679853,136.25,62.80674724900184,0.460966952286252,15.769034896357356,9.120741780392578,0.5783956875191815,0.1033256743422051,50.55021153800262,50.44688586366041,14.17520281968214,14173772.0,14162636.0,MAOS
portcgen1645,1645,524278.469935372,259262.6998772749,0.4945133449962847,131.01526628603247,1131130.8777878005,1130999.8625215143,526239.3603577709,-0.1634062787382959,-0.8652385923165693,0.4975269261469065,1.4808825467625686e-06,3,544146.9997560976,41,187.79160112449344,92.86545283428131,0.4945133449962847,0.0469284321948959,405.1604076881309,405.113479255936,188.49397357190173,-0.1634062787382963,-0.8652385923165693,141.58740379312462,43.41079976783477,0.3066007187423459,18.914184096017,224.06610011345853,205.15191601744152,151.94997747652013,-0.8675816232642407,0.2197416854906628,217.78243376126088,207.48614510616991,1.921456839144648,1.533452129186554,0.7980674340149022,0.0469284321948959,13.486035502253312,13.439107070058416,1.5368374777430074,1.50362971804921,0.9260115474575468,0.615850788489963,0.0007142127136381,3.1400931100825944,3.1393788973689563,1.4774748408677296,2.617447799842028,4.216263566378274,1.6108300485047835,0.0469284321948959,91.2919456274402,91.24501719524532,2.0233938788495096,1644,8.47540185227296e-06,1.9987841945288756,0.6806029726026303,0.3405084823392113,1,4,3,2.0,149719.93079758293,104410.03297013132,1200.8002257588398,0.0072948328267477,100.06668547990331,77.96114604201145,0.7790919192348847,12,0.0048632218844984,0.0072948328267477,0.9799392097264438,0.0151975683890577,136.41666666666666,62.97414592954441,0.4616308803631845,15.770419233870554,9.124304736663037,0.5785708421160118,0.1150381339880791,50.46273284032856,50.34769470634048,14.185044187613686,14171100.0,14159615.5,MAOS
portcgen1647,1647,524178.3478644845,259210.5311453584,0.4945082760502956,130.20752666416791,1131033.1865763268,1130902.9790496626,526123.7315556104,-0.1632927420419536,-0.8652691674152231,0.4975451218206059,1.477284898085808e-06,3,498816.4783333335,60,187.76952608427212,92.8535846387144,0.4945082760502955,0.0466425324013131,405.1551657832418,405.1085232508405,188.46639533730968,-0.1632927420419537,-0.8652691674152226,141.57457103880856,43.39243428637597,0.3064987869501027,18.91729976133752,224.0590408265521,205.14174106521455,151.90390795173903,-0.8665724669027197,0.2201679501747677,217.7734535241897,207.4772711342802,1.9204308588352044,1.531726851546264,0.7975954169343539,0.0466425324013131,13.479096385096994,13.432453852695682,1.5360039393709832,1.504987999174593,0.9252998449815208,0.6148220753182081,0.0005328609395936,3.1402214474147274,3.139688586475134,1.477664567822597,2.6163330210036757,4.215300268776444,1.6111482119961067,0.0466425324013131,91.31776760584,91.27112507343868,2.02316378893572,1646,8.462496397004564e-06,1.9987856709168184,0.6819725538930496,0.3411934375036004,1,4,3,2.0,149718.02959229547,104408.9090314417,1200.7968148851337,0.0072859744990892,100.0664012404278,77.96594488955891,0.779142088883875,12,0.0048573163327261,0.0072859744990892,0.9799635701275046,0.0151791135397692,136.58333333333334,63.17892361293352,0.4625668598872496,15.79110025782766,9.135175150905566,0.5785014977900133,0.1972136017690727,50.451403477942925,50.254189876173854,14.287850920444557,14182638.0,14171128.8,MAOS
portcgen1651,1651,524016.7950870788,259176.4109119963,0.4945956185792242,130.20752666416791,1130838.345188648,1130708.1376619835,526028.3917708244,-0.1632411181261677,-0.8656049320909767,0.4974599849311796,1.470128820037856e-06,3,553936.0104761905,42,187.73889190566015,92.85483337345812,0.4945956185792243,0.0466493001806276,405.1441477460045,405.09749844582393,188.4595843260334,-0.1632411181261669,-0.8656049320909811,141.55346835303527,43.39675216033125,0.3065749830452721,18.90091693416796,224.170775446168,205.269858512,151.7465510892992,-0.863660869447732,0.2176624555687882,217.7227976237006,207.5840485682275,1.9154370907007037,1.5311567509220312,0.7993772065685043,0.0466493001806276,13.464737409429183,13.418088109248556,1.5304582512552671,1.5082447470913225,0.9233523656467664,0.6122032696798503,0.0005830410872057,3.1401003370027745,3.1395172959155686,1.4814626672115374,2.611014373762224,4.214381295914309,1.6140781675750735,0.0466493001806276,91.36875933453987,91.32211003435924,2.018848159612884,1650,8.426201235453445e-06,1.9987886129618413,0.6829220616091853,0.3416679768838682,1,4,3,2.0,149714.1014617369,104406.56177058812,1200.78897757663,0.0072683222289521,100.06574813138582,77.97527788252245,0.7792404427950842,12,0.0048455481526347,0.0072683222289521,0.9800121138703816,0.0151423379769836,136.91666666666666,63.33305920993308,0.4625664701881904,15.778221707448806,9.138698445653214,0.5791969852558788,0.197024119984841,50.428679477021504,50.231655357036665,14.20790343509432,14172467.0,14172602.8,ANY
portcgen1654,1654,523874.0155124565,259123.3595781072,0.4946291511034982,130.80137613954986,1130694.0388363246,1130563.237460185,525868.6429161481,-0.1626243591598379,-0.8652815185291365,0.4974805511733747,1.4647958294333145e-06,3,489069.69761904766,63,187.7082496878085,92.84597219820424,0.4946291511034986,0.0468671792165416,405.136717374292,405.0898501950754,188.42294063952536,-0.1626243591598346,-0.8652815185291378,141.51920969428835,43.433038824347285,0.3069056060881904,18.93729807017096,224.20998926449835,205.2726911943274,151.7140119638032,-0.8623995333541672,0.212276171831983,217.7356526213362,207.6380600464965,1.9119137037986853,1.5282840252691452,0.7993478064583535,0.0468671792165416,13.453745143665808,13.406877964449269,1.5292720515891811,1.5051354705583675,0.9237764387531708,0.6137496968365729,0.0004831925188945,3.140134266500968,3.139651073982073,1.479459884714162,2.606974460169788,4.213000231789664,1.6160496760352914,0.0468671792165416,91.40771940241989,91.36085222320334,2.0108524812265998,1653,8.399270178103721e-06,1.9987908101571947,0.6831879808535699,0.3418006413586826,1,4,3,2.0,149711.40082303344,104404.9005090418,1200.784046043354,0.0072551390568319,100.06533717027948,77.98238552967331,0.7793146731417295,12,0.0048367593712212,0.0072551390568319,0.9800483675937122,0.0151148730350665,137.16666666666666,63.45054942411628,0.4625799471989036,15.76651056536612,9.138054433829096,0.5795863578021138,0.1970227393747488,50.36592118014234,50.16889844076759,14.221937103699505,14174726.0,14175818.5,ANY
portcgen1664,1664,523856.3115425546,259112.7996431329,0.4946257092524965,130.20752666416791,1130212.0496336075,1130081.8421069433,526079.9468379307,-0.1639493136908355,-0.8654987667193992,0.4971869520888192,1.4472272211862488e-06,3,516466.44375,56,187.7696901909324,92.87571618681145,0.4946257092524964,0.0466712463008518,405.1102596909759,405.0635884446751,188.56672422738572,-0.1639493136908389,-0.8654987667194005,141.59561488534143,43.34934160527652,0.3061488990346143,19.002102514294428,224.1461036721288,205.14400115783437,151.82397926030544,-0.8637714550855753,0.222245757787209,217.74297389496243,207.58765672775357,1.9003333787961467,1.5182236800678677,0.7989249133905421,0.0466712463008518,13.41813831809066,13.371467071789809,1.5242490603030787,1.5095919770990645,0.9231589687675128,0.6115287990212549,0.0003012753894205,3.1406837465487416,3.140382471159321,1.4954798917014165,2.5934821563176698,4.207563783714398,1.6223607991537008,0.0466712463008518,91.53525087641655,91.48857963011572,2.0020076058642693,1663,8.302852793822925e-06,1.9987980769230769,0.67847998779806,0.3394439866794864,1,4,3,2.0,149701.95034746025,104402.84821188277,1200.7703346959925,0.0078125,92.36694882276863,79.35114728256146,0.8590859424708119,12,0.0048076923076923,0.0072115384615384,0.9801682692307692,0.0150240384615384,138.0,64.25081063042448,0.4655855842784382,15.76600687537079,9.15027648021644,0.5803800894258611,0.2109866705202142,50.30472852078926,50.09374185026905,14.122513324518447,14181201.0,14181876.5,ANY
portcgen1670,1670,523818.81855388696,259117.5198947212,0.4946701239372616,130.20752666416791,1129925.2846100046,1129795.0770833404,526110.1253401554,-0.1649935888405689,-0.8645693571005695,0.4971306358148951,1.4368373485753038e-06,4,388523.52,1,187.7966393044414,92.89738683972922,0.4946701239372614,0.0466812856918363,405.0945930134504,405.0479117277586,188.618106000244,-0.1649935888405709,-0.8645693571005681,141.6413824037548,43.28185600352931,0.3055735214455373,19.23060844868017,224.1161485945068,204.88554014582664,151.72716697182634,-0.8639431135192968,0.231160914292209,217.92909284096197,207.65082531220895,1.8906951827453795,1.514300276833977,0.8009224811347648,0.0466812856918363,13.396876616559384,13.350195330867548,1.5067279049565605,1.5083891090849857,0.9232291202060496,0.6120629714477959,0.0003011896903448,3.140683992069902,3.140382802379557,1.4921631947220404,2.5838085339257564,4.205351242970867,1.6275785096898765,0.0466812856918363,91.61134710355692,91.56466581786508,1.988978224409508,1669,8.240969465943373e-06,1.9988023952095808,0.6799073575455427,0.3401573658181714,1,4,3,2.0,149696.29340826286,104399.44177697047,1200.7594230350892,0.0077844311377245,92.3661094642376,79.36402108010752,0.8592331271767568,12,0.0047904191616766,0.0071856287425149,0.980239520958084,0.0149700598802394,138.5,64.92238956374501,0.4687537152616968,15.747906443157497,9.140741493191555,0.5804416940236036,0.1611943869254029,50.34780783869284,50.18661345176744,14.097745249283648,14179150.0,14179782.5,ANY
