instances,feature_DominantPairs,feature_SmallerBetterPairs,feature_CapacityFraction,feature_CapFracDistanceFromOneHalf,feature_CorrelationCoefficient,feature_ApproximationGap,feature_CoeffVarWeights,feature_CoeffVarProfits,feature_CoeffVarEffics,feature_PossibleItemFixProportion,feature_SubsetSumLikeness,feature_ModBalasZemelMeasure,feature_MaxCardinality,feature_MinCardinality,feature_CardinalityGap,feature_FirstWeight,feature_FirstProfit,feature_PolyfitLinear,feature_PolyfitQuadratic,feature_PolyfitCubic,feature_BeforeAfterSplitRatio,feature_EvenOddLikeness,feature_GreedyUnusedCapacity,feature_ReducedDominantPairs,feature_ReducedSmallerBetterPairs,feature_ReducedCapacityFraction,feature_ReducedCapFracDistanceFromOneHalf,feature_ReducedCorrelationCoefficient,feature_ReducedApproximationGap,feature_ReducedCoeffVarWeights,feature_ReducedCoeffVarProfits,feature_ReducedCoeffVarEffics,feature_ReducedSubsetLikeness,feature_ReducedModBalasZemelMeasure,feature_ReducedMaxCardinality,feature_ReducedMinCardinality,feature_ReducedCardinalityGap,feature_ReducedFirstWeight,feature_ReducedFirstProfit,feature_ReducedPolyfitLinear,feature_ReducedPolyfitQuadratic,feature_ReducedPolyfitCubic,feature_ReducedBeforeAfterSplitRatio,feature_ReducedGreedyUnusedCapacity,algo_Expknap,algo_Minknap,algo_Combo,source
AlmostStrong011,0.0101681681681682,0.976092092092092,0.0547265147096655,0.890546970580669,0.999629285480258,0.133471039302793,0.332099250944192,0.253414801461558,0.348390372789194,0.599,0.001,0.000656504665213864,0.232,0.028,0.204,0.001001001001001,0.147746243739566,0.999258708389772,0.999258710208033,0.999261139515681,0.129095216183202,0.01,0.462989806883888,0.024713216957606,0.973503740648379,0.292050253942796,0.415899492114408,0.997702228117096,0.24561951625921,0.292755104186013,0.172273778468849,0.0625908999605614,0.00249376558603491,0.00254673545837806,0.508728179551122,0.169576059850374,0.339152119700748,0.0376940133037694,0.291858678955453,0.995409735989818,0.995428295786286,0.995476171901011,0.508036420480966,0.462989806883888,0.0202686,0.000129432,0.000100149,AlmostStronglyCorrelated
AlmostStrong012,0.00817417417417417,0.96434034034034,0.0597029919810648,0.88059401603787,0.999747811715257,0.224115899248442,0.328332184459226,0.28234944879705,0.189018022695421,0.127,0.002,0.00202679338425554,0.24,0.03,0.21,0.002,0.0832579185520362,0.999495687029446,0.999495886526955,0.999495978604569,0.13570820150445,0.002,0.67260865128037,0.00922948390554557,0.962850867513688,0.0781751930438443,0.843649613912311,0.999667781750625,0.248892531326159,0.327115919563051,0.275887116732824,0.191828990518191,0.00229095074455899,0.00254862975789374,0.274914089347079,0.0389461626575029,0.235967926689576,0.00225225225225225,0.0924623115577889,0.999335673870216,0.999336912381436,0.999339382526092,0.171902933397503,0.67260865128037,0.0348185,0.000359547,0.000289826,AlmostStronglyCorrelated
AlmostStrong013,0.00616416416416416,0.985587587587588,0.064677467198639,0.870645065602722,0.99986403534707,0.242254117733729,0.321963950765638,0.24484708156992,0.417981755797612,0.331,0.001,0.00141769611712641,0.248,0.033,0.215,0.001,0.153069806560135,0.999728089180527,0.999728127465547,0.9997284893815,0.144549778913023,0.01,0.659850210875935,0.00919685293090948,0.985226855705629,0.140482926059148,0.719034147881705,0.999718467167921,0.332609868343422,0.325802664453463,0.223389407789725,0.405548762445657,0.00149476831091181,0.00254940499850026,0.370702541106129,0.0747384155455904,0.295964125560538,0.00148148148148148,0.210161662817552,0.999437013596578,0.999437071770546,0.999437487980907,0.303790838898045,0.659850210875935,15,0.00074878,0.000708628,AlmostStronglyCorrelated
AlmostStrong014,0.0116476476476476,0.926936936936937,0.0696517901316978,0.860696419736604,0.999495798960141,0.240526156986857,0.332103956899626,0.298060815065135,0.122146425885887,0,0.004,0.00345105973637961,0.267,0.036,0.231,0.003003003003003,0.0538033395176252,0.998991852138971,0.998995542416733,0.998995722186236,0.16232914828047,0.004,0.713502147839138,0.0116476476476476,0.926936936936937,0.0696517901316978,0.860696419736604,0.999495798960141,0.240526156986857,0.332103956899626,0.298060815065135,0.122146425885887,0.004,0.00345105973637961,0.267,0.036,0.231,0.003003003003003,0.0538033395176252,0.998991852138971,0.998995542416733,0.998995722186236,0.16232914828047,0.713502147839138,0.0019754,1.36851e-05,1.43928e-05,AlmostStronglyCorrelated
AlmostStrong015,0.0117257257257257,0.968284284284284,0.074628683466007,0.850742633067986,0.999462391605574,0.343493398147537,0.326767848538517,0.255452763279155,0.423983367664361,0.059,0.002,0.00221150732388943,0.267,0.038,0.229,0.00100200400801603,0.132365499573015,0.998925072233933,0.998926173939997,0.998927251483372,0.163419993517197,0.002,0.756880982747937,0.012481063603681,0.967289212472019,0.084103233355084,0.831793533289832,0.999398175178766,0.360099166724052,0.326674302566427,0.252158556871699,0.423618641317073,0.00212539851222104,0.00254939076776961,0.283740701381509,0.0435706695005314,0.240170031880978,0.00106496272630458,0.13876454789615,0.998796712550648,0.998796765052181,0.99880122077249,0.182292569261572,0.756880982747937,3.14771,3.57611e-05,2.55796e-05,AlmostStronglyCorrelated
AlmostStrong016,0.0108148148148148,0.973755755755756,0.079602994532679,0.840794010934642,0.999567065029954,0.192722190867799,0.336206369893597,0.258850008500535,0.341443956304984,0.329,0.002,0.00132571347760762,0.286,0.04,0.246,0.001,0.143459915611814,0.999134317492596,0.999135499052144,0.999136264331917,0.186311372135041,0.002,0.609398026309473,0.0156772026603199,0.973472429210134,0.17781756964942,0.644364860701161,0.999048687782844,0.25951795020266,0.335851097054028,0.232143285586187,0.33251862697552,0.0029806259314456,0.00255515958559818,0.426229508196721,0.0909090909090909,0.33532041728763,0.00145560407569141,0.193181818181818,0.998098280560621,0.998108246154057,0.998108352780657,0.391591043351359,0.609398026309473,0.140202,0.000384157,0.000281277,AlmostStronglyCorrelated
AlmostStrong017,0.00637837837837838,0.986680680680681,0.0845787420895275,0.830842515820945,0.999870263366866,0.123196721311469,0.329596911289769,0.248686845987827,0.364961576349199,0.543,0.003,0.000830421189436528,0.287,0.043,0.244,0.001001001001001,0.1575,0.999740543565326,0.999740917240297,0.999741135285592,0.187510048021104,0.003,0.466524583286852,0.0134554109562747,0.982379361971669,0.286469797890283,0.427060404219433,0.999385703409435,0.198971824459978,0.2610412984073,0.165600902945513,0.0350048774679139,0.00656455142231947,0.00254697388097576,0.474835886214442,0.175054704595186,0.299781181619256,0.132841328413284,0.352624495289367,0.99877178417917,0.99877707916429,0.998789112438777,0.463321776501956,0.466524583286852,0.0513781,0.000186535,0.00015907,AlmostStronglyCorrelated
AlmostStrong018,0.00465465465465465,0.98378978978979,0.0895537880391423,0.820892423921715,0.999931189547151,0.104021641118125,0.338962782931128,0.286203598855769,0.306184710975441,0.391,0.001,0.00109727154064819,0.305,0.044,0.261,0.00100200400801603,0.0946798917944094,0.99986238382918,0.99986253300321,0.999862590086036,0.209966349992315,0.01,0.444780658576552,0.00777266441966986,0.983801097571515,0.245211517991986,0.509576964016027,0.999806252023059,0.160222222222223,0.337231163038899,0.257587817186516,0.307003215641097,0.00164203612479475,0.00255948168845154,0.500821018062397,0.12807881773399,0.372742200328407,0.00165016501650165,0.145833333333333,0.999612541584396,0.999612940600621,0.999612944935471,0.498952931782612,0.444780658576552,0.012299,0.00014422,0.000130589,AlmostStronglyCorrelated
AlmostStrong019,0.0125165165165165,0.919863863863864,0.0945288598295321,0.810942280340936,0.999375753461015,0.166247259234273,0.342122525908475,0.310535421796618,0.21526003578183,0,0.005,0.00281591852833154,0.314,0.047,0.267,0.001,0.0435992578849722,0.998751896605772,0.998756195274739,0.998759321453541,0.216496742845885,0.005,0.62171180714887,0.0125165165165165,0.919863863863864,0.0945288598295321,0.810942280340936,0.999375753461015,0.166247259234273,0.342122525908475,0.310535421796618,0.21526003578183,0.005,0.00281591852833154,0.314,0.047,0.267,0.001,0.0435992578849722,0.998751896605772,0.998756195274739,0.998759321453541,0.216496742845885,0.62171180714887,0.00238218,2.14442e-05,1.6689e-05,AlmostStronglyCorrelated
AlmostStrong020,0.0136996996996997,0.970074074074074,0.0995034033477257,0.800993193304549,0.999245530602081,0.0256582421727654,0.330398010598944,0.247872662676895,0.343718311900971,0.888,0.001,0.000176818602706987,0.311,0.051,0.26,0.001,0.164315352697095,0.998491630428234,0.998496881398697,0.998503195423977,0.217817797249821,0.01,0.119532967648778,0.0674066924066924,0.844111969111969,0.475599435825106,0.0488011283497884,0.978746471351399,0.0508522727272736,0.0735135161361308,0.0545099528325746,0.00471658790064959,0.00892857142857143,0.00258137940945892,0.526785714285714,0.419642857142857,0.107142857142857,0.622448979591837,0.697368421052632,0.957944655182814,0.958087918292148,0.959035447488394,0.523535526661438,0.119532967648778,6.01573e-05,1.91203e-05,1.85942e-05,AlmostStronglyCorrelated
AlmostStrong021,0.0116636636636637,0.953907907907908,0.104477969014472,0.791044061971056,0.999474926925077,0.00240504012757089,0.330874106938532,0.280699452772813,0.203195708334285,0.981,0.003,2.85803221279069e-05,0.322,0.053,0.269,0.002002002002002,0.0930442637759711,0.998950129551888,0.998950849447102,0.998955817174392,0.231297440758723,0.003,0.0127306982019456,0,0.707602339181287,0.463657484234982,0.0726850315300365,0.999273983960517,0.0055121727147451,0.057702169287797,0.0565489121509741,0.000499703894646999,0.157894736842105,0.00260949613535077,0.526315789473684,0.421052631578947,0.105263157894737,0.740331491712707,0.743271221532091,0.998548495020324,0.998552629360055,0.998555070229802,0.464776712522723,0.0127306982019456,9.12719e-06,1.5184e-05,5.1344e-05,AlmostStronglyCorrelated
AlmostStrong022,0.00929129129129129,0.938448448448448,0.109453451439089,0.781093097121821,0.999704892161789,0.177781415560444,0.337765075159792,0.307353660083196,0.267523470447644,0,0.008,0.00370321201010872,0.336,0.056,0.28,0.001,0.0504672897196262,0.999409871412214,0.999409876220771,0.999409939517345,0.249522774141394,0.008,0.646164883014937,0.00929129129129129,0.938448448448448,0.109453451439089,0.781093097121821,0.999704892161789,0.177781415560444,0.337765075159792,0.307353660083196,0.267523470447644,0.008,0.00370321201010872,0.336,0.056,0.28,0.001,0.0504672897196262,0.999409871412214,0.999409876220771,0.999409939517345,0.249522774141394,0.646164883014937,0.0022033,5.02393e-05,0.000193445,AlmostStronglyCorrelated
AlmostStrong023,0.00679279279279279,0.983587587587588,0.114429828899219,0.771140342201563,0.999845072641642,0.229743303571434,0.339412086890241,0.26371445999798,0.313860527379133,0.14,0.001,0.00198057063999417,0.346,0.058,0.288,0.002,0.139455782312925,0.99969016928577,0.999691076208631,0.9996911351519,0.266992764300532,0.01,0.675663205352899,0.00775915748436527,0.983723637545009,0.155237375479871,0.689525249040257,0.999792812368961,0.257557793136326,0.340595647737323,0.255252022693642,0.312052645826402,0.00116279069767442,0.00254755574464571,0.402325581395349,0.0790697674418605,0.323255813953488,0.00229095074455899,0.156339370829361,0.999585667664637,0.999585667757978,0.999586442256856,0.354267000371352,0.675663205352899,15,0.000644705,0.00219217,AlmostStronglyCorrelated
AlmostStrong024,0.0110710710710711,0.968096096096096,0.119404662288121,0.761190675423758,0.999563207022539,0.0170160792757382,0.338592172046409,0.272827434885359,0.309259095697631,0.908,0.002,0.000176962129774625,0.35,0.061,0.289,0.001001001001001,0.122502172024327,0.999126604833181,0.999127377780866,0.999127556135069,0.271448514582685,0.002,0.082299023649947,0.0642618251313904,0.781414237935977,0.447598732708052,0.104802534583895,0.982493213164203,0.0340617517328317,0.0655373985260095,0.0540314022554204,0.00328297552904664,0.0217391304347826,0.00255326709441198,0.489130434782609,0.402173913043478,0.0869565217391304,0.639618138424821,0.690434782608696,0.96529291391372,0.965323976585188,0.96583230725975,0.455869601052275,0.082299023649947,0.000256558,2.96518e-05,2.69392e-05,AlmostStronglyCorrelated
AlmostStrong025,0.0140500500500501,0.926572572572573,0.124379623075745,0.75124075384851,0.999203581277427,0.0159757899922523,0.34003503175215,0.300596195352422,0.255822859718716,0.835,0.003,0.00026014883939416,0.358,0.062,0.296,0.001,0.0667886550777676,0.998407796837635,0.998407797152729,0.998407923121896,0.278946653503936,0.003,0.0885512266035707,0.0290465631929047,0.77110125646711,0.413598139202004,0.172803721595992,0.996515217152575,0.0295958279009136,0.138301148810443,0.12703735511717,0.00359701303651543,0.0181818181818182,0.00255773293389186,0.509090909090909,0.327272727272727,0.181818181818182,0.407707910750507,0.447457627118644,0.993042578016644,0.993054187675377,0.993054961801654,0.471868795260944,0.0885512266035707,1.5979e-05,2.73463e-05,2.06894e-05,AlmostStronglyCorrelated
AlmostStrong026,0.0134154154154154,0.961377377377377,0.129354022836994,0.741291954326012,0.999266415468575,0.0266407755067643,0.340935254205526,0.273565596413546,0.243751906513495,0.84,0.003,0.000264498316571455,0.364,0.064,0.3,0.002,0.11968777103209,0.998533369083415,0.998536255106252,0.998537219249658,0.292649898525178,0.003,0.125665916378002,0.0577044025157233,0.826808176100629,0.446889791658902,0.106220416682196,0.985203690500038,0.0502730182639803,0.0984670062299979,0.0782553277235246,0.00533176123200955,0.01875,0.00254940342392481,0.5125,0.38125,0.13125,0.524553571428571,0.599018003273322,0.970626311774895,0.97077807812274,0.973293528338342,0.5,0.125665916378002,0.000359793,3.82778e-05,3.40919e-05,AlmostStronglyCorrelated
AlmostStrong027,0.00466866866866867,0.974522522522522,0.134329726390467,0.731340547219067,0.999925768527679,0.229505955534294,0.325205624947867,0.289107501787478,0.235482714244475,0,0.003,0.00443850227710281,0.355,0.069,0.286,0.00100200400801603,0.0714948932219127,0.99985154256567,0.999852325629645,0.999852422622974,0.278946653503936,0.003,0.709845415218992,0.00466866866866867,0.974522522522522,0.134329726390467,0.731340547219067,0.999925768527679,0.229505955534294,0.325205624947867,0.289107501787478,0.235482714244475,0.003,0.00443850227710281,0.355,0.069,0.286,0.00100200400801603,0.0714948932219127,0.99985154256567,0.999852325629645,0.999852422622974,0.278946653503936,0.709845415218992,15,0.00119817,0.000473174,AlmostStronglyCorrelated
AlmostStrong028,0.0131571571571572,0.918728728728729,0.139304416297605,0.72139116740479,0.999323038191148,0.213155864197526,0.335160096781303,0.302023395350928,0.209725324103644,0,0.003,0.0045088329422697,0.371,0.07,0.301,0.001,0.0611111111111111,0.998646534659587,0.998651110516949,0.998651867058145,0.298816130593466,0.003,0.698336870024632,0.0131571571571572,0.918728728728729,0.139304416297605,0.72139116740479,0.999323038191148,0.213155864197526,0.335160096781303,0.302023395350928,0.209725324103644,0.003,0.0045088329422697,0.371,0.07,0.301,0.001,0.0611111111111111,0.998646534659587,0.998651110516949,0.998651867058145,0.298816130593466,0.698336870024632,0.00433013,5.51852e-05,2.80333e-05,AlmostStronglyCorrelated
AlmostStrong029,0.00607807807807808,0.971995995995996,0.144280015338686,0.711439969322628,0.999873920498777,0.00819728374609694,0.334555485986511,0.291646471734788,0.145691836793286,0.923,0.006,0.000149246971391499,0.382,0.074,0.308,0.003003003003003,0.0758683729433272,0.999747856893594,0.999748802843782,0.999748817499603,0.320690864919013,0.006,0.0318045025123528,0.0471633629528366,0.754272043745728,0.496489954006294,0.00702009198741227,0.99352972283218,0.0168885657593786,0.0437688227361686,0.0398214603431891,0.00124109707212446,0.0779220779220779,0.00254722700309592,0.532467532467532,0.467532467532468,0.0649350649350649,0.743119266055046,0.760828625235405,0.987101310150988,0.987164236336906,0.987319622053757,0.508374643104305,0.0318045025123528,0.000279356,2.19645e-05,1.23705e-05,AlmostStronglyCorrelated
AlmostStrong030,0.00555955955955956,0.98846046046046,0.14925482073285,0.7014903585343,0.999905150221652,0.305324663913531,0.332626267069822,0.250901357092067,0.354890103482227,0,0.002,0.00299286173270556,0.387,0.078,0.309,0.001001001001001,0.158597662771285,0.999810309439785,0.999810342407871,0.999811191756775,0.330170977123403,0.02,0.751463610806776,0.00555955955955956,0.98846046046046,0.14925482073285,0.7014903585343,0.999905150221652,0.305324663913531,0.332626267069822,0.250901357092067,0.354890103482227,0.002,0.00299286173270556,0.387,0.078,0.309,0.001001001001001,0.158597662771285,0.999810309439785,0.999810342407871,0.999811191756775,0.330170977123403,0.751463610806776,15,0.00161138,0.000422485,AlmostStronglyCorrelated
AlmostStrong031,0.0048968968968969,0.967419419419419,0.154230062111801,0.691539875776398,0.999932319784191,0.0693232131562293,0.331247736520729,0.302894310260114,0.146768568538484,0.081,0.005,0.00205858849669601,0.389,0.081,0.308,0.00200400801603206,0.0540796963946869,0.999864644148993,0.999864786986924,0.999864909687005,0.33334065811373,0.05,0.362436034124365,0.00520125835366186,0.966862721391301,0.182079921158223,0.635840157683554,0.999921606946436,0.0730666666666657,0.332372012424743,0.301862382928075,0.149464897705594,0.00544069640914037,0.00255199554917213,0.423286180631121,0.0957562568008705,0.32752992383025,0.00213219616204691,0.057,0.999843220038342,0.999843299543652,0.999844841038366,0.387601653597933,0.362436034124365,0.00280808,6.26624e-05,6.76195e-05,AlmostStronglyCorrelated
AlmostStrong032,0.0128928928928929,0.944328328328328,0.159204029704313,0.681591940591374,0.999344519737953,0.0101728992762929,0.335429989061938,0.28626650729589,0.208791338066465,0.918,0.002,0.000168703613664867,0.404,0.083,0.321,0.002,0.081468218442256,0.998689469130279,0.998689490665322,0.998690957972915,0.354007918517773,0.002,0.057141828420936,0.0376392652815417,0.638964167419452,0.489730503516525,0.0205389929669509,0.993821704159097,0.018658667473923,0.0732740167435024,0.0700766501019664,0.00173825094778916,0.024390243902439,0.00255022686478376,0.548780487804878,0.439024390243902,0.109756097560976,0.606924643584521,0.633825944170772,0.987681579657691,0.987761919951934,0.988668545499773,0.515902251256176,0.057141828420936,1.20149e-05,1.69379e-05,1.67904e-05,AlmostStronglyCorrelated
AlmostStrong033,0.0137917917917918,0.959533533533534,0.164179560633906,0.671640878732187,0.999287243085516,0.387903899882724,0.338492319031183,0.273478147125663,0.30268441845042,0,0.006,0.00513971421961535,0.41,0.084,0.326,0.001,0.108867427568042,0.998574994193452,0.998575617197195,0.998576765897262,0.363552682527933,0.006,0.812147543552935,0.0137917917917918,0.959533533533534,0.164179560633906,0.671640878732187,0.999287243085516,0.387903899882724,0.338492319031183,0.273478147125663,0.30268441845042,0.006,0.00513971421961535,0.41,0.084,0.326,0.001,0.108867427568042,0.998574994193452,0.998575617197195,0.998576765897262,0.363552682527933,0.812147543552935,0.028773,0.000210358,0.000146269,AlmostStronglyCorrelated
AlmostStrong034,0.0057037037037037,0.988636636636637,0.169156007284325,0.66168798543135,0.999897092067244,0.388962234935528,0.323404353405692,0.241497802638389,0.343928242803603,0,0.001,0.00407076291224979,0.399,0.089,0.31,0.001001001001001,0.161263507896924,0.999794194724532,0.999794263739996,0.999794493264531,0.349233389584658,0.01,0.803720153315786,0.0057037037037037,0.988636636636637,0.169156007284325,0.66168798543135,0.999897092067244,0.388962234935528,0.323404353405692,0.241497802638389,0.343928242803603,0.001,0.00407076291224979,0.399,0.089,0.31,0.001001001001001,0.161263507896924,0.999794194724532,0.999794263739996,0.999794493264531,0.349233389584658,0.803720153315786,15,0.00293693,0.00055305,AlmostStronglyCorrelated
